,label,image_name,x1,x2,y1,y2
3668,[3],painting_WP40_frame_62217.jpg,[1003],[1084],[764],[908]
3669,[1],painting_CON28_2012_frame_32187.jpg,[283],[310],[188],[316]
3670,[1],painting_TUH_035_22_09_2020_frame_79060.jpg,[1380],[1468],[387],[632]
3671,"[1, 1]",painting_WP54_frame_33266.jpg,"[53, 822]","[327, 1256]","[739, 279]","[1025, 476]"
3672,"[1, 1]",painting_PMR23_2012_frame_57632.jpg,"[21, 166]","[133, 254]","[299, 106]","[362, 303]"
3673,"[1, 1, 1, 1, 1, 2]",painting_Rangatira_20pointKAP23_2021_frame_29150.jpg,"[6, 279, 379, 878, 947, 7]","[115, 647, 520, 1259, 1341, 53]","[471, 607, 2, 513, 501, 489]","[642, 823, 149, 648, 832, 629]"
3674,[3],painting_PMR74_2021_03_01_frame_19500.jpg,[1028],[1077],[583],[690]
3675,[2],painting_WP54_frame_33326.jpg,[1263],[1293],[538],[608]
3676,"[1, 2]",painting_DD5_2011_frame_21698.jpg,"[171, 176]","[373, 374]","[45, 57]","[226, 237]"
3677,[1],painting_Rangatira_20pointKAP23_2021_frame_20775.jpg,[806],[1118],[450],[711]
3678,[3],painting_Green_20canKAP24_2021_frame_16187.jpg,[70],[287],[568],[873]
3679,[3],painting_Te_20Oneroa_20BayKAP01_2021_frame_26425.jpg,[797],[957],[108],[167]
3680,[1],painting_TUH_035_22_09_2020_frame_78161.jpg,[1130],[1320],[579],[740]
3681,[2],painting_KPT_017_2021_02_26_frame_10250.jpg,[529],[620],[17],[126]
3682,"[3, 3]",painting_Green_20canKAP24_2021_frame_10787.jpg,"[-58, 4]","[76, 97]","[375, 351]","[585, 593]"
3683,"[1, 2]",painting_KPT_017_2021_02_26_frame_30862.jpg,"[1032, 8]","[1201, 196]","[315, 177]","[416, 284]"
3684,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_38050.jpg,"[312, 619, 919]","[440, 718, 1120]","[782, 575, -27]","[969, 776, 87]"
3685,[1],painting_Onepoto_20pointKAP20_2020_frame_52747.jpg,[941],[1062],[667],[904]
3686,"[1, 1]",painting_Rangatira_20pointKAP23_2021_frame_19800.jpg,"[257, 828]","[382, 1207]","[822, 375]","[967, 531]"
3687,[3],painting_WP54_frame_84035.jpg,[883],[1173],[739],[975]
3688,"[2, 3]",painting_WP40_frame_40189.jpg,"[1003, 67]","[1034, 141]","[423, 537]","[489, 703]"
3689,"[1, 2]",painting_EE11_2011_frame_41928.jpg,"[176, 309]","[303, 433]","[219, 85]","[373, 195]"
3690,[3],painting_WP54_frame_88351.jpg,[901],[1078],[553],[912]
3691,[3],painting_WP40_frame_62577.jpg,[198],[487],[1029],[1035]
3692,"[2, 3]",painting_WP54_frame_82597.jpg,"[1373, 1545]","[1705, 1930]","[139, 833]","[280, 1019]"
3693,"[3, 3, 3]",painting_WP54_frame_95724.jpg,"[1120, 1129, 1236]","[1238, 1201, 1653]","[610, 591, 368]","[895, 841, 554]"
3694,[3],painting_Onepoto_20pointKAP20_2020_frame_54635.jpg,[733],[987],[802],[894]
3695,"[1, 1]",painting_WP40_frame_43246.jpg,"[1051, 1494]","[1135, 1639]","[841, 379]","[1023, 435]"
3696,[3],painting_KPT_017_2021_02_26_frame_46750.jpg,[620],[969],[446],[622]
3697,[1],painting_Onepoto_20pointKAP20_2020_frame_62592.jpg,[0],[647],[351],[576]
3698,[1],painting_TUH_035_22_09_2020_frame_77741.jpg,[1068],[1182],[610],[781]
3699,[1],painting_Onepoto_20pointKAP20_2020_frame_53316.jpg,[834],[1474],[-35],[345]
3700,[1],painting_Onepoto_20pointKAP20_2020_frame_61963.jpg,[920],[1119],[-26],[392]
3701,"[1, 1]",painting_KPT_017_2021_02_26_frame_28937.jpg,"[241, 609]","[292, 768]","[70, 818]","[235, 918]"
3702,[3],painting_WP40_frame_47622.jpg,[1101],[1267],[868],[1035]
3703,[3],painting_WP40_frame_62277.jpg,[1605],[1732],[1042],[1110]
3704,"[1, 1, 2]",painting_WP40_frame_113526.jpg,"[1043, 1136, 168]","[1155, 1431, 285]","[464, 814, 813]","[505, 956, 928]"
3705,[3],painting_Rangatira_20pointKAP23_2021_frame_20675.jpg,[878],[966],[698],[965]
3706,"[1, 2]",painting_KPT_017_2021_02_26_frame_30362.jpg,"[628, 443]","[724, 555]","[359, 451]","[698, 624]"
3707,[3],painting_WP54_frame_94825.jpg,[755],[1083],[669],[830]
3708,"[3, 3]",painting_PMR74_2021_03_01_frame_39512.jpg,"[171, 1095]","[345, 1199]","[-8, 742]","[143, 910]"
3709,"[1, 1]",painting_Onepoto_20pointKAP20_2020_frame_54425.jpg,"[86, 632]","[324, 942]","[708, 438]","[843, 921]"
3710,"[3, 3]",painting_WP54_frame_99500.jpg,"[848, 872]","[958, 985]","[530, 528]","[803, 900]"
3711,[3],painting_Rangatira_20pointKAP23_2021_frame_20550.jpg,[13],[264],[438],[788]
3712,[1],painting_EE16_2011_frame_60329.jpg,[534],[691],[157],[217]
3713,"[2, 2, 3]",painting_WP38_frame_93806.jpg,"[1309, 1333, 1525]","[1459, 1431, 1774]","[841, 813, 222]","[901, 902, 276]"
3714,[1],painting_WP38_frame_11178.jpg,[1560],[1869],[694],[810]
3715,"[3, 3]",painting_WP54_frame_96023.jpg,"[548, 1178]","[973, 1564]","[610, 333]","[755, 664]"
3716,[1],painting_Onepoto_20pointKAP20_2020_frame_60524.jpg,[794],[940],[600],[654]
3717,[1],painting_Onepoto_20pointKAP20_2020_frame_55084.jpg,[1522],[1813],[486],[718]
3718,"[1, 1]",painting_Rangatira_20pointKAP23_2021_frame_37475.jpg,"[275, 780]","[504, 1121]","[1, 519]","[114, 634]"
3719,"[1, 1]",painting_PMR22_2012_frame_5124.jpg,"[-9, 328]","[90, 439]","[7, 186]","[163, 276]"
3720,"[3, 3]",painting_WP54_frame_84875.jpg,"[1237, 1312]","[1776, 1768]","[243, 287]","[560, 466]"
3721,"[3, 3]",painting_WP54_frame_100399.jpg,"[-10, 663]","[169, 913]","[416, 657]","[637, 838]"
3722,[3],painting_Green_20canKAP24_2021_frame_45725.jpg,[636],[945],[344],[439]
3723,[2],painting_WP40_frame_91828.jpg,[1548],[1720],[708],[784]
3724,"[3, 3]",painting_WP54_frame_86973.jpg,"[821, 1016]","[1149, 1090]","[553, 584]","[773, 752]"
3725,[3],painting_Green_20canKAP24_2021_frame_47262.jpg,[7],[211],[793],[913]
3726,"[1, 1]",painting_WP40_frame_43306.jpg,"[977, 1299]","[1105, 1458]","[799, 393]","[941, 550]"
3727,[3],painting_Te_20Oneroa_20BayKAP01_2021_frame_29175.jpg,[280],[636],[386],[533]
3728,[3],painting_Green_20canKAP24_2021_frame_18425.jpg,[-9],[224],[529],[816]
3729,"[1, 1, 1]",painting_KPT_017_2021_02_26_frame_30787.jpg,"[553, 602, 735]","[665, 738, 1034]","[144, 698, 446]","[372, 883, 619]"
3730,"[3, 3, 3]",painting_Green_20canKAP24_2021_frame_43525.jpg,"[-1, 222, 777]","[286, 583, 916]","[98, 508, 717]","[253, 609, 954]"
3731,[1],painting_Onepoto_20pointKAP20_2020_frame_55384.jpg,[704],[994],[21],[170]
3732,"[3, 3]",painting_WP54_frame_98181.jpg,"[1021, 1652]","[1302, 1980]","[646, -14]","[905, 89]"
3733,[3],painting_Rangatira_20pointKAP23_2021_frame_18925.jpg,[39],[203],[295],[517]
3734,[3],painting_WP54_frame_99080.jpg,[1662],[1952],[92],[299]
3735,"[2, 2]",painting_WP40_frame_119460.jpg,"[993, 1052]","[1286, 1203]","[474, 519]","[618, 573]"
3736,"[1, 1, 2]",painting_KPT_017_2021_02_26_frame_29287.jpg,"[168, 705, 742]","[1263, 1002, 972]","[67, 409, 450]","[963, 564, 515]"
3737,[3],painting_Rangatira_20pointKAP23_2021_frame_39275.jpg,[744],[1109],[354],[701]
3738,"[1, 1, 1]",painting_KPT_017_2021_02_26_frame_40750.jpg,"[350, 625, 896]","[529, 908, 1152]","[807, 197, 594]","[969, 482, 816]"
3739,"[3, 3, 3]",painting_Green_20canKAP24_2021_frame_45225.jpg,"[60, 70, 343]","[312, 303, 657]","[337, 380, 336]","[525, 465, 540]"
3740,[3],painting_WP54_frame_87722.jpg,[800],[1153],[417],[866]
3741,"[1, 2]",painting_KPT_017_2021_02_26_frame_28987.jpg,"[374, 804]","[606, 906]","[411, 478]","[647, 514]"
3742,"[1, 1, 2]",painting_WP40_frame_40309.jpg,"[202, 697, 233]","[346, 860, 352]","[371, 361, 369]","[449, 434, 439]"
3743,"[1, 2]",painting_WP40_frame_60239.jpg,"[285, 294]","[494, 485]","[752, 720]","[873, 858]"
3744,[3],painting_Green_20canKAP24_2021_frame_44250.jpg,[164],[461],[600],[897]
3745,[1],painting_DD2_2011_frame_48131.jpg,[577],[691],[46],[138]
3746,[3],painting_WP40_frame_116523.jpg,[327],[478],[880],[1043]
3747,[3],painting_WP38_frame_69770.jpg,[864],[959],[618],[858]
3748,"[1, 1, 1]",painting_EE13_2011_frame_34075.jpg,"[333, 375, 511]","[381, 443, 615]","[-10, 106, 93]","[136, 166, 180]"
3749,"[1, 1]",painting_Rangatira_20pointKAP23_2021_frame_24125.jpg,"[48, 292]","[371, 523]","[163, 565]","[528, 799]"
3750,[2],painting_KPT_017_2021_02_26_frame_29787.jpg,[859],[1049],[803],[873]
3751,"[2, 2, 3]",painting_WP38_frame_63896.jpg,"[979, 1161, 991]","[1156, 1332, 1091]","[997, 381, 1001]","[1108, 487, 1072]"
3752,"[1, 2]",painting_Rangatira_20pointKAP23_2021_frame_37400.jpg,"[257, 143]","[514, 1414]","[-10, 8]","[99, 816]"
3753,[1],painting_WP54_frame_60359.jpg,[270],[1678],[203],[842]
3754,"[1, 1]",painting_Onepoto_20pointKAP20_2020_frame_62532.jpg,"[1252, 1548]","[1579, 1749]","[325, -85]","[598, 235]"
3755,"[2, 3]",painting_WP54_frame_89550.jpg,"[1208, 1342]","[1434, 1643]","[523, 990]","[765, 1088]"
3756,"[2, 3]",painting_WP38_frame_82297.jpg,"[1584, 1636]","[1912, 1867]","[704, 788]","[972, 916]"
3757,"[1, 1, 1]",painting_KPT_017_2021_02_26_frame_29937.jpg,"[346, 718, 726]","[492, 838, 822]","[796, 276, 443]","[976, 422, 597]"
3758,"[1, 1]",painting_PMR18_2012_frame_45584.jpg,"[31, 214]","[221, 351]","[249, 172]","[381, 260]"
3759,"[1, 1, 2]",painting_WP38_frame_94165.jpg,"[900, 1320, 405]","[1163, 1500, 564]","[917, 601, 601]","[1070, 986, 662]"
3760,"[3, 3]",painting_Green_20canKAP24_2021_frame_44950.jpg,"[-14, 717]","[292, 1137]","[285, 644]","[401, 768]"
3761,[1],painting_DD5_2011_frame_43276.jpg,[230],[402],[239],[385]
3762,[1],painting_KPT_017_2021_02_26_frame_30912.jpg,[772],[973],[301],[397]
3763,"[1, 2]",painting_Onepoto_20pointKAP20_2020_frame_62652.jpg,"[1615, 802]","[1917, 959]","[643, 666]","[840, 777]"
3764,[3],painting_Rangatira_20pointKAP23_2021_frame_38150.jpg,[251],[615],[624],[957]
3765,"[2, 3, 3]",painting_WP54_frame_64375.jpg,"[1031, 993, 1789]","[1344, 1420, 1920]","[726, 712, 426]","[862, 922, 648]"
3766,[3],painting_Rangatira_20pointKAP23_2021_frame_18875.jpg,[128],[305],[225],[449]
3767,[2],painting_Rangatira_20pointKAP23_2021_frame_38950.jpg,[1154],[1265],[306],[452]
3768,[3],painting_WP40_frame_110589.jpg,[232],[338],[599],[736]
3769,[1],painting_PMR74_2021_03_01_frame_26000.jpg,[665],[746],[356],[409]
3770,[2],painting_WP40_frame_41628.jpg,[974],[1058],[791],[949]
3771,[1],painting_TUH_035_22_09_2020_frame_81697.jpg,[413],[553],[746],[847]
3772,[3],painting_WP54_frame_97402.jpg,[1427],[1644],[530],[861]
3773,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_26800.jpg,"[198, 402, 524]","[306, 624, 709]","[660, 124, 228]","[950, 591, 596]"
3774,"[3, 3]",painting_WP54_frame_104055.jpg,"[1012, 1106]","[1296, 1163]","[635, 611]","[896, 852]"
3775,"[1, 1]",painting_WP40_frame_41748.jpg,"[876, 1389]","[1552, 1483]","[758, 956]","[1104, 1088]"
3776,"[1, 1, 1, 1]",painting_WP38_frame_89370.jpg,"[880, 1341, 1629, 1692]","[1017, 1564, 1896, 1914]","[374, 542, 677, 612]","[515, 726, 795, 913]"
3777,[1],painting_TUH_035_22_09_2020_frame_81637.jpg,[1218],[1474],[521],[689]
3778,"[2, 2, 3]",painting_WP38_frame_85954.jpg,"[1239, 1265, 829]","[1866, 1340, 1561]","[612, 390, 875]","[820, 456, 1136]"
3779,"[3, 3, 3, 3]",painting_WP54_frame_83676.jpg,"[955, 994, 1549, 1573]","[1296, 1285, 1781, 1774]","[621, 539, 635, 591]","[714, 743, 747, 829]"
3780,"[3, 3]",painting_WP54_frame_86733.jpg,"[633, 1105]","[725, 1522]","[251, 797]","[542, 1034]"
3781,"[1, 1, 1]",painting_WP40_frame_110229.jpg,"[226, 980, 1272]","[321, 1203, 1315]","[768, 732, 785]","[946, 959, 896]"
3782,"[1, 1]",painting_WP40_frame_112507.jpg,"[1065, 1540]","[1150, 1660]","[334, 523]","[435, 656]"
3783,[3],painting_Green_20canKAP24_2021_frame_14000.jpg,[-8],[103],[647],[778]
3784,[3],painting_WP38_frame_91468.jpg,[1469],[1617],[667],[841]
3785,"[1, 1]",painting_KPT_017_2021_02_26_frame_29887.jpg,"[22, 79]","[242, 244]","[862, 799]","[922, 943]"
3786,[1],painting_EE16_2011_frame_55084.jpg,[612],[692],[162],[300]
3788,[3],painting_Rangatira_20pointKAP23_2021_frame_38475.jpg,[750],[1021],[464],[808]
3789,[1],painting_KPT_017_2021_02_26_frame_29462.jpg,[774],[854],[742],[909]
3790,[1],painting_TUH_035_22_09_2020_frame_62756.jpg,[1054],[1479],[413],[476]
3791,[1],painting_Onepoto_20pointKAP20_2020_frame_54965.jpg,[727],[1231],[612],[856]
3792,"[1, 1]",painting_WP38_frame_89430.jpg,"[1277, 1682]","[1568, 1917]","[617, 672]","[718, 868]"
3793,"[1, 1]",painting_KPT_017_2021_02_26_frame_28787.jpg,"[568, 1172]","[612, 1274]","[733, 156]","[853, 317]"
3794,"[3, 3]",painting_WP54_frame_93086.jpg,"[794, 799]","[945, 897]","[776, 765]","[989, 910]"
3795,"[3, 3]",painting_WP40_frame_40249.jpg,"[8, 34]","[186, 234]","[448, 753]","[593, 880]"
3796,[2],painting_WP40_frame_111098.jpg,[1056],[1101],[497],[602]
3797,[3],painting_WP54_frame_85174.jpg,[938],[1087],[545],[854]
3798,"[3, 3, 3]",painting_Green_20canKAP24_2021_frame_44900.jpg,"[0, 239, 468]","[54, 626, 875]","[438, 458, 616]","[645, 673, 785]"
3799,[3],painting_PMR74_2021_03_01_frame_20000.jpg,[884],[968],[495],[682]
3800,"[2, 3, 3]",painting_WP54_frame_83076.jpg,"[1389, 723, 1514]","[1522, 1115, 1876]","[862, 564, 535]","[910, 793, 796]"
3801,"[3, 3]",painting_Te_20Oneroa_20BayKAP01_2021_frame_18650.jpg,"[56, 93]","[208, 150]","[614, 640]","[771, 796]"
3802,"[2, 3]",painting_Te_20Oneroa_20BayKAP01_2021_frame_26450.jpg,"[1153, 17]","[1256, 432]","[673, 189]","[933, 388]"
3803,"[1, 1, 2]",painting_Onepoto_20pointKAP20_2020_frame_62112.jpg,"[253, 645, 317]","[910, 1632, 867]","[301, -24, 290]","[568, 547, 614]"
3804,[3],painting_Rangatira_20pointKAP23_2021_frame_39550.jpg,[10],[436],[454],[830]
3805,[3],painting_WP40_frame_108071.jpg,[871],[1063],[458],[526]
3806,[3],painting_Green_20canKAP24_2021_frame_21975.jpg,[904],[1072],[362],[653]
3807,"[3, 3]",painting_WP54_frame_102497.jpg,"[1508, 1781]","[1719, 1924]","[478, 739]","[732, 876]"
3808,"[1, 1]",painting_CON30_2012_frame_27212.jpg,"[326, 672]","[481, 722]","[197, 4]","[288, 106]"
3809,"[1, 1, 2]",painting_Rangatira_20pointKAP23_2021_frame_18775.jpg,"[975, 1012, -61]","[1182, 1400, 268]","[846, -73, 121]","[958, 183, 349]"
3810,"[3, 3]",painting_Green_20canKAP24_2021_frame_38975.jpg,"[598, 752]","[774, 1132]","[437, 71]","[608, 369]"
3811,[3],painting_WP38_frame_90269.jpg,[810],[1291],[620],[1081]
3812,[3],painting_WP54_frame_69770.jpg,[861],[1219],[640],[736]
3813,[1],painting_TUH_035_22_09_2020_frame_64615.jpg,[1335],[1770],[250],[685]
3814,"[1, 1]",painting_Green_20canKAP24_2021_frame_47125.jpg,"[495, 735]","[650, 1016]","[-2, 406]","[135, 597]"
3815,[1],painting_Rangatira_20pointKAP23_2021_frame_21125.jpg,[250],[633],[454],[616]
3817,"[3, 3]",painting_Rangatira_20pointKAP23_2021_frame_39000.jpg,"[2, 692]","[278, 1068]","[640, 885]","[958, 903]"
3818,[1],painting_TUH_035_22_09_2020_frame_65214.jpg,[1479],[1722],[405],[575]
3819,"[2, 3]",painting_WP54_frame_95604.jpg,"[1423, 973]","[1475, 1369]","[647, 521]","[694, 781]"
3820,"[3, 3]",painting_Green_20canKAP24_2021_frame_18475.jpg,"[3, 53]","[200, 156]","[536, 523]","[840, 788]"
3821,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_39400.jpg,"[230, 345, 377]","[542, 446, 609]","[1, -70, 117]","[227, 282, 253]"
3822,[3],painting_Rangatira_20pointKAP23_2021_frame_20400.jpg,[529],[630],[787],[987]
3823,"[3, 3]",painting_WP54_frame_98301.jpg,"[1272, 1578]","[1403, 1920]","[510, 278]","[795, 481]"
3824,"[2, 3]",painting_WP40_frame_38631.jpg,"[1331, 1135]","[1464, 1243]","[885, 727]","[937, 813]"
3825,[3],painting_WP54_frame_96623.jpg,[1054],[1326],[967],[1078]
3826,[1],painting_TUH_035_22_09_2020_frame_61138.jpg,[1837],[1906],[556],[655]
3827,"[1, 2]",painting_WP40_frame_71328.jpg,"[1473, 501]","[1623, 962]","[509, 344]","[582, 532]"
3828,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_19675.jpg,"[246, 298, 634]","[391, 375, 930]","[830, 781, 224]","[969, 990, 449]"
3829,"[1, 1]",painting_CON30_2012_frame_22087.jpg,"[311, 333]","[473, 453]","[193, 213]","[296, 265]"
3830,"[3, 3]",painting_WP54_frame_96923.jpg,"[1272, 1705]","[1537, 1971]","[898, 250]","[1112, 419]"
3831,"[3, 3]",painting_Te_20Oneroa_20BayKAP01_2021_frame_38012.jpg,"[637, 971]","[863, 1038]","[563, 458]","[657, 627]"
3832,[3],painting_WP54_frame_79960.jpg,[1171],[1538],[733],[1083]
3833,[3],painting_EE11_2011_frame_44595.jpg,[312],[375],[118],[147]
3834,"[2, 3]",painting_WP40_frame_44085.jpg,"[1194, 1204]","[1328, 1330]","[882, 885]","[1032, 1045]"
3835,"[1, 1, 1]",painting_Hole_20in_20the_20wall_20bayKAP16_2021_frame_24875.jpg,"[236, 771, 1011]","[548, 935, 1310]","[111, 264, 365]","[326, 443, 620]"
3836,"[1, 1, 1, 1]",painting_PMR27_2012_frame_29160.jpg,"[528, 570, 570, 592]","[645, 678, 653, 644]","[331, -48, 0, 28]","[392, 91, 102, 86]"
3837,"[3, 3, 3]",painting_PMR13_2012_frame_35904.jpg,"[17, 20, 395]","[131, 162, 583]","[256, 233, 4]","[290, 337, 59]"
3838,"[1, 2]",painting_PMR74_2021_03_01_frame_38787.jpg,"[750, 727]","[860, 870]","[283, 270]","[438, 453]"
3839,"[2, 3]",painting_WP40_frame_62337.jpg,"[1025, 1001]","[1131, 1137]","[781, 773]","[984, 946]"
3840,[2],painting_WP54_frame_22417.jpg,[1112],[1268],[886],[939]
3841,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_39500.jpg,"[449, 756, 780]","[667, 1139, 1120]","[-5, 322, 414]","[323, 580, 495]"
3842,[3],painting_Green_20canKAP24_2021_frame_44225.jpg,[204],[596],[54],[247]
3843,"[1, 1]",painting_KPT_017_2021_02_26_frame_24062.jpg,"[352, 419]","[502, 771]","[863, 213]","[938, 345]"
3844,[3],painting_Rangatira_20pointKAP23_2021_frame_53600.jpg,[558],[979],[851],[956]
3845,[3],painting_Rangatira_20pointKAP23_2021_frame_19875.jpg,[-3],[171],[818],[969]
3846,[1],painting_KPT_017_2021_02_26_frame_29037.jpg,[427],[657],[283],[381]
3847,"[1, 1]",painting_KPT_017_2021_02_26_frame_29537.jpg,"[448, 921]","[670, 1060]","[153, 25]","[371, 241]"
3848,[3],painting_Te_20Oneroa_20BayKAP01_2021_frame_34225.jpg,[1149],[1270],[135],[432]
3849,"[1, 1, 1, 1, 1, 2, 2, 2]",painting_PMR25_2012_frame_37462.jpg,"[-13, 2, 121, 284, 375, 32, 128, 162]","[51, 33, 242, 538, 522, 752, 210, 296]","[203, 205, 123, 4, 13, 71, 112, 415]","[244, 233, 171, 106, 86, 493, 178, 469]"
3850,"[1, 1, 1, 1, 2]",painting_PMR74_2021_03_01_frame_4575.jpg,"[385, 411, 588, 618, 400]","[452, 455, 778, 761, 455]","[185, 160, 190, 247, 155]","[237, 261, 328, 295, 266]"
3851,[3],painting_WP54_frame_99920.jpg,[946],[1285],[625],[845]
3852,"[1, 1, 1]",painting_WP40_frame_19540.jpg,"[737, 998, 1045]","[1211, 1185, 1129]","[547, 510, 520]","[785, 594, 569]"
3853,[3],painting_WP54_frame_84935.jpg,[1339],[1768],[334],[513]
3854,"[2, 3]",painting_WP54_frame_72707.jpg,"[1034, 973]","[1442, 1354]","[574, 542]","[707, 781]"
3855,"[1, 1, 1]",painting_WP38_frame_100159.jpg,"[675, 698, 1069]","[1470, 897, 1342]","[603, 44, 648]","[1041, 84, 838]"
3856,[3],painting_WP54_frame_87452.jpg,[813],[1075],[551],[813]
3857,[3],painting_TUH_035_22_09_2020_frame_61198.jpg,[1792],[1922],[506],[670]
3858,[2],painting_WP40_frame_35424.jpg,[984],[1152],[771],[910]
3859,[3],painting_WP54_frame_87692.jpg,[948],[1098],[516],[949]
3860,[3],painting_WP54_frame_77082.jpg,[751],[1104],[600],[867]
3861,[1],painting_WP38_frame_84275.jpg,[1078],[1199],[289],[428]
3862,[3],painting_Green_20canKAP24_2021_frame_22000.jpg,[834],[1104],[434],[675]
3863,"[1, 1]",painting_WP54_frame_96743.jpg,"[594, 1824]","[679, 1919]","[439, 337]","[540, 618]"
3864,[3],painting_WP54_frame_87152.jpg,[688],[1120],[547],[778]
3865,"[3, 3]",painting_WP54_frame_85234.jpg,"[823, 893]","[993, 981]","[454, 538]","[855, 832]"
3866,"[3, 3, 3]",painting_WP54_frame_99680.jpg,"[678, 1048, 1065]","[881, 1183, 1310]","[275, 534, 566]","[655, 785, 876]"
3867,[1],painting_TUH_035_22_09_2020_frame_64974.jpg,[331],[542],[409],[787]
3868,[1],painting_Onepoto_20pointKAP20_2020_frame_53766.jpg,[544],[710],[934],[1054]
3869,[3],painting_WP54_frame_106333.jpg,[1132],[1336],[497],[920]
3870,"[1, 2]",painting_DD2_2011_frame_59160.jpg,"[100, 79]","[263, 271]","[-7, -12]","[192, 192]"
3871,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_20375.jpg,"[508, 556, 817]","[717, 610, 1217]","[786, 790, 421]","[988, 952, 637]"
3872,[2],painting_WP40_frame_108851.jpg,[1383],[1520],[886],[1075]
3873,[3],painting_Green_20canKAP24_2021_frame_44075.jpg,[402],[849],[424],[628]
3874,"[1, 1]",painting_Rangatira_20pointKAP23_2021_frame_18800.jpg,"[903, 910]","[1095, 1166]","[797, 824]","[962, 1026]"
3875,"[2, 2, 2, 2]",painting_KPT_017_2021_02_26_frame_10300.jpg,"[109, 300, 452, 456]","[271, 441, 800, 576]","[654, 320, 540, 380]","[853, 371, 890, 529]"
3876,[3],painting_WP40_frame_108731.jpg,[1592],[1695],[660],[914]
3877,"[1, 1, 1]",painting_Onepoto_20pointKAP20_2020_frame_59745.jpg,"[1055, 1413, 1788]","[1325, 2426, 1956]","[308, 420, 272]","[990, 1311, 591]"
3878,[1],painting_Onepoto_20pointKAP20_2020_frame_61753.jpg,[535],[1348],[114],[735]
3879,"[2, 3]",painting_WP40_frame_108431.jpg,"[1120, 399]","[1324, 613]","[646, 250]","[814, 348]"
3880,[1],painting_KPT_017_2021_02_26_frame_29962.jpg,[454],[735],[272],[533]
3881,"[3, 3]",painting_WP54_frame_63536.jpg,"[681, 1745]","[989, 1926]","[783, 683]","[1047, 818]"
3882,[1],painting_WP40_frame_111188.jpg,[987],[1287],[611],[744]
3883,[3],painting_WP38_frame_91408.jpg,[1423],[1588],[751],[777]
3884,"[3, 3]",painting_Green_20canKAP24_2021_frame_45100.jpg,"[129, 361]","[424, 556]","[0, 502]","[296, 795]"
3885,[2],painting_Onepoto_20pointKAP20_2020_frame_62232.jpg,[1268],[1534],[412],[684]
3886,[3],painting_WP40_frame_110829.jpg,[1152],[1276],[445],[598]
3887,"[1, 1, 1]",painting_KPT_017_2021_02_26_frame_29187.jpg,"[111, 659, 1162]","[239, 734, 1326]","[518, 884, 327]","[669, 977, 461]"
3888,"[3, 3]",painting_Green_20canKAP24_2021_frame_44100.jpg,"[31, 204]","[318, 410]","[230, 552]","[458, 902]"
3889,"[1, 1]",painting_WP40_frame_40549.jpg,"[504, 1666]","[597, 1830]","[497, 963]","[612, 1084]"
3890,"[1, 1]",painting_KPT_017_2021_02_26_frame_10275.jpg,"[48, 891]","[133, 1024]","[758, 612]","[960, 871]"
3891,[3],painting_WP40_frame_85024.jpg,[1305],[1527],[895],[953]
3892,[1],painting_Rangatira_20pointKAP23_2021_frame_38875.jpg,[216],[548],[5],[225]
3893,[1],painting_Onepoto_20pointKAP20_2020_frame_54125.jpg,[570],[812],[717],[1074]
3894,"[3, 3, 3, 3]",painting_WP54_frame_99800.jpg,"[-1, 414, 573, 1110]","[1132, 495, 1077, 1318]","[190, 228, 179, 635]","[388, 361, 480, 857]"
3895,"[1, 1, 2]",painting_Onepoto_20pointKAP20_2020_frame_52627.jpg,"[69, 1459, 736]","[273, 1576, 883]","[873, 448, 728]","[1083, 662, 823]"
3896,[2],painting_KPT_017_2021_02_26_frame_35375.jpg,[429],[602],[541],[641]
3897,[1],painting_WP40_frame_112027.jpg,[186],[557],[871],[1094]
3898,"[1, 1]",painting_Rangatira_20pointKAP23_2021_frame_20925.jpg,"[254, 338]","[621, 517]","[511, 473]","[807, 837]"
3899,[1],painting_KPT_017_2021_02_26_frame_29262.jpg,[380],[505],[461],[615]
3900,[3],painting_WP54_frame_97282.jpg,[1411],[1679],[801],[1007]
3901,"[3, 3]",painting_Green_20canKAP24_2021_frame_45050.jpg,"[34, 580]","[474, 991]","[312, 627]","[435, 751]"
3902,"[1, 1, 1]",painting_Rangatira_20pointKAP23_2021_frame_26775.jpg,"[198, 238, 1077]","[422, 350, 1157]","[755, 809, 798]","[944, 981, 974]"
3903,"[1, 1]",painting_Rangatira_20pointKAP23_2021_frame_19750.jpg,"[243, 924]","[395, 1043]","[808, 228]","[969, 547]"
3904,[1],painting_DD12_2011_frame_36923.jpg,[46],[156],[14],[136]
3905,"[3, 3]",painting_PMR74_2021_03_01_frame_39350.jpg,"[325, 853]","[374, 944]","[-5, 311]","[19, 465]"
3906,"[1, 2]",painting_WP40_frame_112267.jpg,"[1102, 306]","[1256, 502]","[436, 618]","[510, 678]"
3907,[3],painting_Rangatira_20pointKAP23_2021_frame_19325.jpg,[9],[117],[468],[584]
