label,image_name,x1,x2,y1,y2
"[3, 3]",WP54_frame_95484.jpg,"[969, 1105]","[1543, 1529]","[224, 577]","[721, 747]"
"[1, 1]",KPT_017_2021_02_26_frame_28762.jpg,"[372, 489]","[458, 637]","[740, 378]","[911, 544]"
"[2, 2]",WP40_frame_107652.jpg,"[967, 1325]","[1168, 1400]","[633, 908]","[991, 1058]"
[1],KPT_017_2021_02_26_frame_45750.jpg,[620],[1040],[401],[531]
[1],WP38_frame_39440.jpg,[1301],[1405],[424],[480]
"[1, 1, 1]",WP40_frame_38601.jpg,"[1131, 1132, 1158]","[1271, 1524, 1273]","[577, 805, 553]","[602, 1008, 621]"
[3],Rangatira_20pointKAP23_2021_frame_39600.jpg,[94],[475],[246],[734]
[3],WP40_frame_31048.jpg,[1713],[1810],[874],[1043]
[1],DD6_2011_frame_37012.jpg,[79],[217],[100],[333]
"[1, 1]",KPT_017_2021_02_26_frame_30512.jpg,"[460, 469]","[605, 606]","[511, 523]","[603, 571]"
[3],Rangatira_20pointKAP23_2021_frame_38575.jpg,[46],[569],[405],[661]
[1],WP40_frame_113226.jpg,[1066],[1100],[744],[1062]
"[3, 3]",WP54_frame_84695.jpg,"[1273, 1308]","[1558, 1528]","[418, 280]","[562, 604]"
[1],Rangatira_20pointKAP23_2021_frame_19975.jpg,[440],[503],[466],[799]
"[1, 1, 1]",KPT_017_2021_02_26_frame_30662.jpg,"[225, 292, 612]","[355, 1195, 736]","[712, 235, 371]","[802, 775, 691]"
"[2, 2, 3]",WP54_frame_75284.jpg,"[1689, 1747, 1686]","[1848, 1801, 1822]","[829, 811, 781]","[1066, 1110, 1068]"
[3],WP38_frame_93866.jpg,[1065],[1469],[452],[672]
"[2, 3]",WP40_frame_96683.jpg,"[1250, 796]","[1502, 986]","[793, 859]","[963, 941]"
[3],TUH_035_22_09_2020_frame_64195.jpg,[1262],[1473],[9],[181]
"[2, 3]",WP54_frame_87032.jpg,"[999, 1002]","[1321, 1302]","[562, 548]","[792, 732]"
[3],Rangatira_20pointKAP23_2021_frame_20700.jpg,[824],[979],[725],[981]
"[1, 2, 2]",Onepoto_20pointKAP20_2020_frame_62502.jpg,"[1424, 91, 565]","[1515, 222, 680]","[360, 571, 855]","[633, 667, 910]"
[3],Green_20canKAP24_2021_frame_45075.jpg,[439],[725],[552],[824]
[3],WP54_frame_83376.jpg,[1728],[1936],[521],[746]
"[1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_8400.jpg,"[497, 811, 1146]","[641, 1137, 1274]","[14, 434, 579]","[217, 516, 662]"
"[1, 1]",Green_20canKAP24_2021_frame_45300.jpg,"[210, 1167]","[478, 1334]","[423, 199]","[621, 505]"
[3],Green_20canKAP24_2021_frame_45900.jpg,[768],[1030],[739],[993]
"[3, 3]",WP54_frame_98061.jpg,"[958, 1566]","[1203, 1726]","[565, 230]","[865, 565]"
[1],EE13_2011_frame_38241.jpg,[217],[336],[6],[100]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19425.jpg,"[230, 327, 1094]","[754, 790, 1306]","[693, 779, 0]","[924, 933, 273]"
[3],WP54_frame_66353.jpg,[552],[786],[424],[785]
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_24125.jpg,"[64, 347, 415]","[252, 673, 1102]","[755, 254, 119]","[932, 401, 846]"
[3],Rangatira_20pointKAP23_2021_frame_26100.jpg,[823],[1022],[148],[521]
"[2, 2, 3]",WP40_frame_109870.jpg,"[994, 1046, 1056]","[1215, 1223, 1238]","[517, 718, 739]","[612, 901, 907]"
[1],KPT_017_2021_02_26_frame_30437.jpg,[0],[76],[294],[456]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_38925.jpg,"[785, 1134]","[1208, 1275]","[273, 313]","[545, 469]"
[1],DD6_2011_frame_23976.jpg,[347],[433],[306],[471]
"[2, 2, 3, 3]",WP38_frame_97402.jpg,"[1088, 1227, 1066, 1290]","[1249, 1707, 1261, 1325]","[931, 488, 947, 628]","[1080, 845, 1063, 804]"
[3],WP54_frame_85954.jpg,[930],[1258],[516],[853]
[3],WP54_frame_85294.jpg,[732],[1103],[350],[685]
[3],Rangatira_20pointKAP23_2021_frame_20200.jpg,[297],[384],[818],[957]
[3],TUH_035_22_09_2020_frame_65753.jpg,[1746],[1916],[778],[967]
"[1, 2]",WP54_frame_97102.jpg,"[614, 952]","[664, 1281]","[405, 568]","[516, 866]"
[2],WP38_frame_79360.jpg,[1082],[1430],[629],[906]
"[2, 2]",WP40_frame_109150.jpg,"[1035, 1586]","[1388, 1663]","[446, 740]","[584, 898]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_26075.jpg,"[89, 787]","[350, 1022]","[490, 198]","[954, 475]"
"[1, 1, 1, 1, 1]",Rangatira_20pointKAP23_2021_frame_20025.jpg,"[296, 340, 398, 424, 839]","[595, 565, 621, 485, 1162]","[492, 475, 512, 471, 333]","[633, 745, 689, 674, 601]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_19300.jpg,"[65, 1118]","[253, 1279]","[742, 2]","[929, 264]"
[3],WP54_frame_54785.jpg,[1450],[1687],[806],[1086]
"[3, 3, 3]",Green_20canKAP24_2021_frame_47150.jpg,"[16, 336, 755]","[144, 512, 876]","[27, 55, 394]","[259, 298, 681]"
[3],Green_20canKAP24_2021_frame_44925.jpg,[-38],[189],[294],[453]
[1],WP40_frame_40789.jpg,[1330],[1472],[584],[686]
[3],TUH_035_22_09_2020_frame_62217.jpg,[1410],[1915],[331],[941]
[2],WP38_frame_108731.jpg,[1323],[1549],[295],[356]
[3],WP40_frame_108821.jpg,[1864],[1915],[346],[477]
[3],Onepoto_20pointKAP20_2020_frame_55144.jpg,[1045],[1659],[612],[993]
[3],Green_20canKAP24_2021_frame_43050.jpg,[256],[679],[412],[602]
[1],EE16_2011_frame_22627.jpg,[11],[76],[-6],[134]
"[2, 3, 3]",WP54_frame_96443.jpg,"[1025, 1580, 1600]","[1248, 1866, 1903]","[69, 748, 78]","[150, 888, 464]"
"[3, 3, 3]",WP54_frame_86133.jpg,"[893, 1593, 1648]","[1302, 2030, 1918]","[567, 404, 370]","[703, 556, 606]"
[3],DD6_2011_frame_27932.jpg,[10],[167],[40],[296]
"[1, 1, 1, 2]",WP38_frame_91948.jpg,"[699, 985, 1199, 621]","[805, 1064, 1349, 857]","[811, 603, 386, 822]","[1092, 948, 447, 1079]"
"[1, 1, 2]",PMR74_2021_03_01_frame_19950.jpg,"[311, 456, 758]","[391, 607, 895]","[150, 231, 354]","[207, 352, 521]"
"[3, 3]",Rangatira_20pointKAP23_2021_frame_27250.jpg,"[-25, 9]","[203, 157]","[293, 324]","[408, 391]"
"[1, 1, 1]",CON28_2012_frame_36353.jpg,"[223, 280, 320]","[417, 403, 379]","[126, 20, 25]","[354, 209, 191]"
"[3, 3]",WP54_frame_75344.jpg,"[684, 1700]","[928, 1897]","[505, 645]","[836, 922]"
[1],Onepoto_20pointKAP20_2020_frame_60104.jpg,[1156],[1812],[205],[862]
"[3, 3]",Green_20canKAP24_2021_frame_16212.jpg,"[103, 142]","[373, 340]","[369, 300]","[508, 603]"
[1],KPT_017_2021_02_26_frame_20000.jpg,[434],[650],[754],[861]
[1],DD2_2011_frame_40459.jpg,[17],[402],[14],[224]
[3],Rangatira_20pointKAP23_2021_frame_38400.jpg,[64],[575],[389],[723]
"[3, 3]",WP54_frame_98661.jpg,"[1572, 1648]","[2025, 1898]","[337, 444]","[891, 798]"
[2],WP38_frame_46063.jpg,[1255],[1384],[911],[999]
"[3, 3]",Rangatira_20pointKAP23_2021_frame_19250.jpg,"[126, 388]","[250, 504]","[850, 609]","[958, 972]"
"[1, 1, 1, 1]",WP40_frame_29070.jpg,"[855, 886, 940, 1376]","[1702, 1194, 1039, 1446]","[763, 794, 770, 745]","[994, 1017, 879, 892]"
[2],WP38_frame_26073.jpg,[1066],[1760],[379],[612]
"[3, 3]",WP54_frame_99740.jpg,"[530, 1083]","[974, 1295]","[258, 543]","[462, 842]"
[3],WP40_frame_40429.jpg,[79],[508],[336],[551]
[3],WP54_frame_60839.jpg,[1132],[1361],[571],[711]
[1],Rangatira_20pointKAP23_2021_frame_20475.jpg,[12],[251],[520],[785]
"[2, 3]",WP54_frame_105614.jpg,"[1395, 1404]","[1839, 1831]","[563, 538]","[748, 847]"
[1],Rangatira_20pointKAP23_2021_frame_21075.jpg,[264],[675],[462],[689]
"[1, 1, 2]",EE11_2011_frame_46213.jpg,"[149, 353, 167]","[277, 422, 273]","[276, 274, 319]","[444, 362, 421]"
"[1, 1, 1]",Green_20canKAP24_2021_frame_43550.jpg,"[203, 382, 559]","[596, 594, 879]","[441, 722, 624]","[549, 965, 964]"
[1],Onepoto_20pointKAP20_2020_frame_54995.jpg,[558],[920],[-2],[204]
[3],WP54_frame_85354.jpg,[891],[1298],[314],[498]
[3],Te_20Oneroa_20BayKAP01_2021_frame_18625.jpg,[1184],[1306],[438],[751]
[3],Rangatira_20pointKAP23_2021_frame_38200.jpg,[369],[598],[515],[962]
[1],DD6_2011_frame_27272.jpg,[257],[457],[399],[460]
[3],KPT_017_2021_02_26_frame_30562.jpg,[743],[813],[876],[965]
[2],WP40_frame_109450.jpg,[1116],[1312],[672],[817]
[3],TUH_035_22_09_2020_frame_60479.jpg,[1575],[1917],[676],[950]
[3],WP54_frame_89490.jpg,[1273],[1676],[954],[1043]
[1],PMR25_2012_frame_45854.jpg,[4],[60],[401],[474]
[2],Onepoto_20pointKAP20_2020_frame_61453.jpg,[841],[963],[637],[724]
[3],WP40_frame_71388.jpg,[1414],[1570],[810],[862]
"[1, 1]",WP38_frame_108071.jpg,"[1250, 1286]","[1346, 1406]","[724, 424]","[1010, 513]"
"[2, 2, 3, 3]",WP38_frame_97462.jpg,"[1209, 1467, 917, 1222]","[1289, 1830, 973, 1282]","[757, 696, 501, 764]","[949, 900, 623, 954]"
[2],EE13_2011_frame_34345.jpg,[254],[348],[81],[157]
[3],WP54_frame_85834.jpg,[1058],[1271],[551],[865]
"[2, 3]",WP54_frame_79000.jpg,"[1374, 916]","[1531, 1342]","[980, 864]","[1076, 1053]"
[2],Onepoto_20pointKAP20_2020_frame_52687.jpg,[680],[817],[664],[793]
[3],PMR74_2021_03_01_frame_19975.jpg,[495],[546],[109],[199]
[1],TUH_035_22_09_2020_frame_62097.jpg,[740],[1110],[423],[568]
[3],WP54_frame_97942.jpg,[1440],[1685],[929],[1048]
[1],Onepoto_20pointKAP20_2020_frame_55294.jpg,[420],[996],[-6],[179]
"[1, 1, 1]",KPT_017_2021_02_26_frame_28837.jpg,"[26, 804, 964]","[163, 864, 1072]","[16, 657, 809]","[178, 842, 957]"
[3],Rangatira_20pointKAP23_2021_frame_39100.jpg,[38],[638],[537],[767]
[2],Onepoto_20pointKAP20_2020_frame_60944.jpg,[632],[706],[196],[359]
[2],Onepoto_20pointKAP20_2020_frame_61003.jpg,[340],[463],[782],[868]
"[3, 3]",Green_20canKAP24_2021_frame_43425.jpg,"[492, 799]","[568, 1040]","[815, 8]","[969, 225]"
[3],Rangatira_20pointKAP23_2021_frame_38750.jpg,[918],[1271],[587],[966]
[3],Green_20canKAP24_2021_frame_44525.jpg,[-24],[103],[490],[670]
[1],KPT_017_2021_02_26_frame_43025.jpg,[408],[626],[285],[490]
"[1, 1, 2]",KPT_017_2021_02_26_frame_24012.jpg,"[501, 1133, 902]","[625, 1277, 995]","[84, 806, 768]","[376, 955, 962]"
[3],WP40_frame_43726.jpg,[962],[1140],[419],[518]
"[1, 1]",KPT_017_2021_02_26_frame_28737.jpg,"[750, 1089]","[898, 1200]","[321, 876]","[417, 957]"
"[1, 1, 1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_42900.jpg,"[87, 163, 432, 780]","[1218, 539, 585, 1089]","[49, 823, 149, 363]","[852, 966, 387, 503]"
"[1, 1, 2]",Onepoto_20pointKAP20_2020_frame_52897.jpg,"[228, 569, 587]","[299, 954, 876]","[405, 327, 328]","[443, 547, 554]"
[3],Rangatira_20pointKAP23_2021_frame_38850.jpg,[777],[1070],[537],[970]
[1],Onepoto_20pointKAP20_2020_frame_60764.jpg,[517],[701],[585],[643]
"[2, 3, 3]",WP54_frame_103936.jpg,"[1018, 765, 1016]","[1242, 1188, 1210]","[576, 3, 557]","[885, 248, 832]"
[2],WP38_frame_85414.jpg,[1143],[1321],[290],[452]
"[1, 1]",Green_20canKAP24_2021_frame_38950.jpg,"[256, 668]","[1016, 859]","[324, 464]","[703, 519]"
"[2, 3]",WP54_frame_91288.jpg,"[1570, 1516]","[1837, 1913]","[801, 738]","[900, 1043]"
[3],Rangatira_20pointKAP23_2021_frame_18900.jpg,[84],[223],[270],[520]
[1],WP40_frame_30989.jpg,[730],[1297],[596],[779]
[1],KPT_017_2021_02_26_frame_45725.jpg,[640],[931],[433],[484]
"[1, 2, 2]",KPT_017_2021_02_26_frame_30087.jpg,"[1120, 270, 423]","[1289, 564, 586]","[140, 746, 351]","[247, 967, 547]"
[3],WP40_frame_40909.jpg,[64],[163],[516],[632]
"[1, 1, 2]",KPT_017_2021_02_26_frame_30587.jpg,"[234, 922, 208]","[328, 1151, 340]","[681, 171, 639]","[853, 277, 874]"
[3],CON30_2012_frame_53166.jpg,[18],[114],[35],[157]
[3],TUH_035_22_09_2020_frame_77681.jpg,[1099],[1225],[684],[841]
[3],WP40_frame_43606.jpg,[414],[620],[436],[483]
"[1, 1]",WP40_frame_40849.jpg,"[1262, 1524]","[1369, 1876]","[362, 494]","[437, 630]"
"[2, 3]",WP40_frame_112807.jpg,"[1722, 1042]","[1865, 1163]","[834, 457]","[938, 596]"
[3],Rangatira_20pointKAP23_2021_frame_39125.jpg,[228],[544],[3],[228]
"[1, 2]",Onepoto_20pointKAP20_2020_frame_61063.jpg,"[526, 594]","[935, 783]","[687, 288]","[1080, 369]"
[2],WP40_frame_39590.jpg,[1270],[1357],[684],[815]
"[3, 3]",WP54_frame_100759.jpg,"[499, 1373]","[832, 1693]","[0, 779]","[209, 1002]"
[3],WP40_frame_109510.jpg,[1383],[1695],[801],[849]
"[3, 3]",WP40_frame_19420.jpg,"[229, 1011]","[430, 1209]","[834, 929]","[965, 1092]"
"[1, 1]",PMR18_2012_frame_22327.jpg,"[190, 248]","[356, 417]","[359, 4]","[470, 64]"
"[1, 1]",WP40_frame_110649.jpg,"[271, 1098]","[464, 1258]","[677, 786]","[774, 1082]"
[1],DD5_2011_frame_18401.jpg,[334],[433],[220],[264]
[2],WP40_frame_42647.jpg,[1473],[1730],[892],[977]
"[1, 2]",EE11_2011_frame_58441.jpg,"[182, 87]","[341, 155]","[196, 68]","[298, 169]"
[2],WP54_frame_56073.jpg,[491],[580],[798],[856]
[3],KPT_017_2021_02_26_frame_30337.jpg,[913],[994],[366],[604]
"[1, 2]",DD5_2011_frame_57482.jpg,"[509, 114]","[584, 162]","[274, 133]","[435, 279]"
"[3, 3, 3]",PMR12_2012_frame_47292.jpg,"[341, 556, 573]","[585, 698, 612]","[316, 287, 150]","[400, 334, 247]"
"[1, 1, 1]",CON30_2012_frame_50739.jpg,"[-23, 305, 324]","[50, 475, 463]","[265, 191, 223]","[311, 295, 265]"
[1],WP38_frame_13546.jpg,[942],[1380],[385],[609]
"[3, 3]",WP54_frame_87332.jpg,"[448, 1817]","[859, 1962]","[510, 198]","[670, 423]"
[1],Onepoto_20pointKAP20_2020_frame_52717.jpg,[728],[999],[863],[977]
[3],PMR74_2021_03_01_frame_24450.jpg,[863],[907],[170],[293]
[2],WP38_frame_87272.jpg,[1184],[1301],[709],[885]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_24075.jpg,"[23, 278, 319]","[374, 564, 463]","[154, 558, 520]","[490, 883, 928]"
[1],DD2_2011_frame_30059.jpg,[132],[243],[164],[423]
"[3, 3]",Green_20canKAP24_2021_frame_44275.jpg,"[159, 163]","[515, 570]","[584, 529]","[678, 727]"
[2],Onepoto_20pointKAP20_2020_frame_60194.jpg,[261],[432],[753],[800]
[3],Te_20Oneroa_20BayKAP01_2021_frame_26675.jpg,[421],[733],[86],[431]
"[2, 3, 3]",WP54_frame_96383.jpg,"[1203, 1020, 1762]","[1453, 1128, 1937]","[102, 610, 260]","[324, 836, 461]"
"[1, 1, 1, 1]",PMR27_2012_frame_55714.jpg,"[164, 620, 626, 642]","[296, 779, 721, 698]","[235, 320, 390, 337]","[310, 505, 478, 550]"
"[3, 3]",Green_20canKAP24_2021_frame_45150.jpg,"[244, 260]","[447, 600]","[0, 413]","[123, 772]"
"[1, 2]",Onepoto_20pointKAP20_2020_frame_61213.jpg,"[762, 195]","[1719, 433]","[1, 637]","[439, 748]"
[3],Rangatira_20pointKAP23_2021_frame_18825.jpg,[128],[257],[138],[271]
[3],Rangatira_20pointKAP23_2021_frame_38175.jpg,[394],[582],[559],[949]
"[1, 2]",WP40_frame_108551.jpg,"[733, 731]","[943, 951]","[908, 910]","[1044, 1057]"
"[1, 2]",KPT_017_2021_02_26_frame_30812.jpg,"[1227, 401]","[1288, 548]","[412, 786]","[461, 906]"
"[3, 3]",WP54_frame_86493.jpg,"[985, 1468]","[1201, 1855]","[488, 657]","[852, 875]"
"[1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_33875.jpg,"[62, 820]","[1210, 1072]","[38, 36]","[797, 123]"
"[3, 3]",Green_20canKAP24_2021_frame_43475.jpg,"[383, 389]","[717, 507]","[775, 2]","[948, 103]"
"[3, 3]",WP40_frame_40969.jpg,"[1084, 1557]","[1227, 1812]","[773, 808]","[859, 964]"
[1],KPT_017_2021_02_26_frame_29912.jpg,[823],[981],[511],[709]
[3],PMR74_2021_03_01_frame_25712.jpg,[1],[51],[496],[696]
[3],WP54_frame_99980.jpg,[896],[1179],[590],[823]
"[3, 3]",Green_20canKAP24_2021_frame_43650.jpg,"[11, 497]","[187, 1008]","[508, 748]","[665, 958]"
[3],KPT_017_2021_02_26_frame_45050.jpg,[731],[1043],[452],[712]
"[1, 2]",KPT_017_2021_02_26_frame_29012.jpg,"[730, 732]","[861, 971]","[13, 441]","[49, 552]"
"[1, 1]",TUH_035_22_09_2020_frame_60958.jpg,"[1653, 1749]","[2064, 1942]","[474, 464]","[676, 782]"
[1],Rangatira_20pointKAP23_2021_frame_24350.jpg,[406],[628],[361],[799]
"[2, 3]",WP40_frame_111158.jpg,"[1011, 1013]","[1413, 1168]","[799, 555]","[1040, 657]"
"[2, 3]",WP54_frame_106273.jpg,"[1100, 1084]","[1304, 1328]","[594, 570]","[756, 806]"
[3],Rangatira_20pointKAP23_2021_frame_37550.jpg,[0],[374],[839],[960]
[1],WP54_frame_69710.jpg,[580],[1354],[353],[866]
[3],WP40_frame_108491.jpg,[1455],[1686],[899],[1058]
[3],TUH_035_22_09_2020_frame_65034.jpg,[1304],[1412],[-2],[191]
[2],WP40_frame_113106.jpg,[1446],[1510],[567],[673]
[3],Rangatira_20pointKAP23_2021_frame_38075.jpg,[273],[419],[798],[962]
[1],Onepoto_20pointKAP20_2020_frame_53946.jpg,[406],[553],[813],[1057]
[2],WP54_frame_88531.jpg,[1024],[1132],[534],[801]
"[1, 1]",DD5_2011_frame_16153.jpg,"[336, 337]","[430, 443]","[217, 175]","[259, 293]"
[1],TUH_035_22_09_2020_frame_80858.jpg,[692],[1090],[389],[559]
"[3, 3]",Rangatira_20pointKAP23_2021_frame_26375.jpg,"[159, 260]","[378, 298]","[749, 769]","[954, 963]"
"[1, 1, 1]",KPT_017_2021_02_26_frame_30412.jpg,"[29, 244, 985]","[141, 1253, 1353]","[359, 358, 621]","[483, 760, 779]"
"[3, 3]",WP54_frame_87392.jpg,"[654, 725]","[1032, 987]","[574, 615]","[747, 705]"
"[3, 3]",WP54_frame_83916.jpg,"[967, 1203]","[1132, 1381]","[601, 575]","[896, 835]"
[3],WP54_frame_107532.jpg,[1423],[1804],[365],[597]
[3],TUH_035_22_09_2020_frame_80978.jpg,[1723],[1924],[578],[855]
[2],WP54_frame_46993.jpg,[1377],[1495],[193],[257]
[3],WP40_frame_42227.jpg,[848],[886],[802],[947]
"[1, 2]",Onepoto_20pointKAP20_2020_frame_59835.jpg,"[876, 536]","[1125, 776]","[640, 299]","[906, 410]"
[3],Rangatira_20pointKAP23_2021_frame_39800.jpg,[13],[502],[58],[402]
"[1, 1, 1]",KPT_017_2021_02_26_frame_30387.jpg,"[77, 521, 1001]","[1156, 616, 1219]","[363, 510, 609]","[733, 638, 736]"
[3],Onepoto_20pointKAP20_2020_frame_62022.jpg,[444],[635],[672],[796]
[1],WP54_frame_66233.jpg,[556],[664],[616],[652]
"[1, 1, 1]",KPT_017_2021_02_26_frame_30837.jpg,"[117, 360, 1061]","[229, 612, 1153]","[847, 282, 818]","[960, 745, 954]"
[1],Onepoto_20pointKAP20_2020_frame_53496.jpg,[1039],[1369],[308],[917]
"[3, 3]",Green_20canKAP24_2021_frame_45700.jpg,"[53, 201]","[321, 608]","[315, 430]","[658, 592]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_31900.jpg,"[16, 311]","[248, 593]","[190, 662]","[261, 965]"
[1],EE16_2011_frame_42707.jpg,[3],[118],[287],[361]
"[3, 3]",Green_20canKAP24_2021_frame_26137.jpg,"[-43, 6]","[209, 120]","[304, 302]","[442, 463]"
[3],WP54_frame_88111.jpg,[966],[1237],[697],[919]
"[1, 1]",TUH_035_22_09_2020_frame_61318.jpg,"[808, 1700]","[1517, 1914]","[441, 499]","[772, 728]"
"[3, 3, 3, 3]",Green_20canKAP24_2021_frame_38925.jpg,"[502, 647, 730, 765]","[931, 680, 923, 865]","[100, 134, 326, 168]","[795, 489, 414, 499]"
"[1, 1]",PMR12_2012_frame_27872.jpg,"[222, 496]","[294, 545]","[12, 294]","[153, 382]"
[1],TUH_035_22_09_2020_frame_66293.jpg,[401],[801],[736],[912]
"[1, 2]",PMR74_2021_03_01_frame_18737.jpg,"[750, 758]","[886, 937]","[405, 426]","[479, 493]"
"[1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_1875.jpg,"[860, 874, 1075]","[1053, 1022, 1312]","[736, 801, 14]","[907, 876, 95]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_39175.jpg,"[63, 132, 1172]","[620, 584, 1387]","[507, 550, 262]","[790, 694, 616]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_37650.jpg,"[189, 223, 344]","[566, 490, 572]","[671, -8, 772]","[1150, 101, 939]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_53826.jpg,"[363, 633]","[1786, 924]","[310, 715]","[514, 1060]"
[1],Onepoto_20pointKAP20_2020_frame_53916.jpg,[547],[852],[552],[979]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_37625.jpg,"[272, 776]","[495, 1147]","[18, 450]","[125, 671]"
[3],PMR74_2021_03_01_frame_13050.jpg,[692],[832],[218],[367]
[1],Onepoto_20pointKAP20_2020_frame_53166.jpg,[1520],[1676],[518],[567]
"[3, 3]",WP54_frame_84515.jpg,"[661, 1031]","[1107, 1287]","[699, 62]","[871, 515]"
"[3, 3]",WP54_frame_97762.jpg,"[998, 1048]","[1341, 1231]","[667, 653]","[894, 863]"
[3],WP40_frame_42767.jpg,[1011],[1125],[521],[611]
[1],Onepoto_20pointKAP20_2020_frame_54755.jpg,[761],[1084],[576],[659]
[3],Green_20canKAP24_2021_frame_45825.jpg,[209],[624],[611],[744]
[1],KPT_017_2021_02_26_frame_28525.jpg,[734],[1038],[392],[487]
[2],WP40_frame_26553.jpg,[1435],[1473],[1030],[1092]
"[1, 1, 1]",Onepoto_20pointKAP20_2020_frame_62562.jpg,"[-74, 1146, 1147]","[326, 1592, 1732]","[358, 287, 12]","[566, 577, 543]"
[1],TUH_035_22_09_2020_frame_80439.jpg,[768],[1082],[361],[534]
"[1, 2]",Onepoto_20pointKAP20_2020_frame_61933.jpg,"[205, 214]","[495, 390]","[246, 736]","[671, 799]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_20000.jpg,"[362, 822]","[559, 1196]","[431, 375]","[766, 547]"
"[2, 3]",WP54_frame_72107.jpg,"[1204, 1305]","[1346, 1646]","[660, 424]","[725, 622]"
"[3, 3]",WP40_frame_111908.jpg,"[920, 1432]","[1162, 1759]","[455, 743]","[537, 1078]"
[1],Onepoto_20pointKAP20_2020_frame_61153.jpg,[337],[442],[895],[949]
[1],KPT_017_2021_02_26_frame_40775.jpg,[527],[911],[217],[337]
"[3, 3]",WP54_frame_100219.jpg,"[-49, 667]","[176, 1180]","[341, 342]","[533, 529]"
"[1, 1, 2]",WP38_frame_58441.jpg,"[844, 1383, 873]","[1181, 1501, 1390]","[772, 633, 644]","[940, 703, 886]"
[2],KPT_017_2021_02_26_frame_21500.jpg,[516],[672],[564],[733]
"[2, 2]",WP40_frame_41148.jpg,"[1216, 1235]","[1339, 1361]","[727, 936]","[842, 1046]"
"[1, 1]",KPT_017_2021_02_26_frame_30537.jpg,"[-72, 449]","[226, 602]","[678, 516]","[928, 567]"
"[3, 3]",Green_20canKAP24_2021_frame_26450.jpg,"[30, 415]","[297, 505]","[347, 566]","[567, 911]"
"[3, 3]",WP54_frame_100039.jpg,"[541, 801]","[908, 1048]","[-19, 388]","[268, 822]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_18725.jpg,"[343, 484, 750]","[1102, 613, 1000]","[560, 551, 649]","[953, 831, 966]"
"[1, 2]",WP40_frame_108911.jpg,"[1509, 913]","[1804, 1150]","[730, 598]","[1011, 983]"
"[1, 1, 2]",KPT_017_2021_02_26_frame_29062.jpg,"[379, 828, 380]","[475, 1006, 1174]","[813, 587, 184]","[896, 687, 969]"
"[1, 1]",KPT_017_2021_02_26_frame_30612.jpg,"[205, 1097]","[375, 1258]","[102, 369]","[157, 483]"
"[3, 3, 3]",Green_20canKAP24_2021_frame_44800.jpg,"[12, 40, 47]","[596, 292, 291]","[350, 419, 355]","[630, 530, 600]"
[3],Green_20canKAP24_2021_frame_44125.jpg,[31],[382],[290],[492]
"[1, 1]",WP40_frame_38391.jpg,"[1119, 1686]","[1244, 1767]","[774, 518]","[874, 584]"
[1],TUH_035_22_09_2020_frame_60778.jpg,[1588],[1920],[426],[745]
[1],TUH_035_22_09_2020_frame_78041.jpg,[277],[435],[7],[120]
[3],Green_20canKAP24_2021_frame_43800.jpg,[133],[551],[735],[978]
[3],WP40_frame_112087.jpg,[329],[445],[616],[731]
"[1, 1, 1, 2]",WP40_frame_40609.jpg,"[1540, 1692, 1726, 597]","[1776, 1869, 1861, 823]","[954, 367, 390, 775]","[1068, 457, 438, 868]"
[1],Rangatira_20pointKAP23_2021_frame_19925.jpg,[285],[504],[806],[953]
"[1, 1, 1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_6925.jpg,"[398, 782, 800, 868]","[497, 856, 836, 1264]","[74, 699, 186, 476]","[161, 768, 449, 857]"
[2],WP38_frame_91348.jpg,[1753],[1918],[796],[1003]
[3],Green_20canKAP24_2021_frame_16237.jpg,[77],[378],[307],[499]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_37375.jpg,"[194, 249]","[542, 475]","[-48, -6]","[94, 109]"
"[3, 3, 3, 3]",PMR12_2012_frame_35064.jpg,"[102, 269, 473, 566]","[205, 392, 552, 675]","[30, 84, 246, 268]","[230, 144, 456, 448]"
"[3, 3]",Green_20canKAP24_2021_frame_43850.jpg,"[-15, 573]","[212, 937]","[278, 870]","[468, 957]"
[1],TUH_035_22_09_2020_frame_77382.jpg,[1623],[1885],[756],[1069]
"[1, 1, 1]",KPT_017_2021_02_26_frame_30287.jpg,"[-1, 411, 485]","[174, 521, 572]","[595, 503, 612]","[666, 584, 775]"
